car_id,href,brand_model,production_year,price,volume,power,gearbox_type,mileage
53484205,https://auto.drom.ru/novosibirsk/audi/tt/53484205.html,Audi TT,2012,1600000,2.0,160,автомат,111000
53487184,https://auto.drom.ru/kemerovo/audi/q5/53487184.html,Audi Q5,2015,2120000,2.0,225,АКПП,152000
53497198,https://auto.drom.ru/chelyabinsk/audi/q5/53497198.html,Audi Q5,2014,2259000,2.0,225,АКПП,226000
53505038,https://auto.drom.ru/krasnoyarsk/audi/a6/53505038.html,Audi A6,2011,1750000,2.0,180,вариатор,206700
53525806,https://auto.drom.ru/moscow/audi/q7/53525806.html,Audi Q7,2007,1200000,3.0,233,АКПП,164500
53531333,https://auto.drom.ru/slavgorod/audi/a4/53531333.html,Audi A4,1995,305000,2.0,101,механика,327692
53544915,https://auto.drom.ru/surgut/audi/a4/53544915.html,Audi A4,2007,599000,2.0,130,вариатор,277473
53554914,https://auto.drom.ru/krasnoyarsk/audi/q5/53554914.html,Audi Q5,2011,1430000,2.0,211,автомат,170000
53567470,https://auto.drom.ru/irkutsk/audi/a6/53567470.html,Audi A6,2015,2340000,2.0,190,робот,133000
53589441,https://auto.drom.ru/tovarkovo/audi/q7/53589441.html,Audi Q7,2013,2000000,3.0,245,АКПП,290000
53610043,https://auto.drom.ru/tyumen/audi/a8/53610043.html,Audi A8,2011,1419000,3.0,290,АКПП,264626
53619199,https://auto.drom.ru/kemerovo/audi/tts/53619199.html,Audi TTS,2008,1649999,2.0,272,автомат,199000
53637644,https://auto.drom.ru/barnaul/audi/q5/53637644.html,Audi Q5,2015,2200000,2.0,225,АКПП,184984
53645060,https://auto.drom.ru/krasnodar/audi/a3/53645060.html,Audi A3,2012,1065000,1.0,105,робот,200000
53660390,https://auto.drom.ru/surgut/audi/q5/53660390.html,Audi Q5,2008,1359000,2.0,211,робот,184563
53695748,https://auto.drom.ru/novorossiysk/audi/a5/53695748.html,Audi A5,2010,1400000,2.0,180,вариатор,247000
53696136,https://auto.drom.ru/ekaterinburg/audi/q3/53696136.html,Audi Q3,2012,1570100,2.0,170,робот,210000
53742301,https://auto.drom.ru/perm/audi/a6/53742301.html,Audi A6,2006,700000,3.0,256,АКПП,335025
53759729,https://auto.drom.ru/novokuznetsk/audi/a4/53759729.html,Audi A4,2017,2240000,2.0,249,автомат,190000
53763565,https://auto.drom.ru/tyumen/audi/q5/53763565.html,Audi Q5,2014,2450000,2.0,225,АКПП,135000
53767239,https://auto.drom.ru/moscow/audi/q7/53767239.html,Audi Q7,2013,1700000,3.0,245,АКПП,338056
53781324,https://auto.drom.ru/tyumen/audi/a7/53781324.html,Audi A7,2011,1680000,3.0,300,робот,179000
53785339,https://auto.drom.ru/moscow/audi/a4/53785339.html,Audi A4,2020,3650000,2.0,190,робот,85000
53788631,https://auto.drom.ru/chelyabinsk/audi/q3/53788631.html,Audi Q3,2012,1479000,2.0,170,робот,164021
53791065,https://auto.drom.ru/moscow/audi/s4/53791065.html,Audi S4,2009,2090000,3.0,333,робот,240000
53794390,https://auto.drom.ru/barnaul/audi/a6/53794390.html,Audi A6,2007,1000000,3.0,249,АКПП,90000
53796774,https://auto.drom.ru/novosibirsk/audi/q7/53796774.html,Audi Q7,2019,5899000,3.0,249,АКПП,105294
53798981,https://auto.drom.ru/chelyabinsk/audi/a6/53798981.html,Audi A6,2015,2250000,2.0,190,робот,146000
53812002,https://auto.drom.ru/moscow/audi/100/53812002.html,Audi 100,1989,185000,2.0,90,механика,350000
53812766,https://auto.drom.ru/spb/audi/a6/53812766.html,Audi A6,2019,3390000,2.0,204,автомат,114687
53814594,https://auto.drom.ru/yalta/audi/q7/53814594.html,Audi Q7,2018,3890000,3.0,249,АКПП,294000
53815327,https://auto.drom.ru/novokuznetsk/audi/q7/53815327.html,Audi Q7,2012,2200000,3.0,272,АКПП,40000
53816773,https://auto.drom.ru/krasnoyarsk/audi/a5/53816773.html,Audi A5,2010,1300000,2.0,211,робот,164000
53818928,https://auto.drom.ru/irkutsk/audi/q8/53818928.html,Audi Q8,2020,10000000,3.0,249,АКПП,28000
53819307,https://auto.drom.ru/gubkinskiy/audi/a6/53819307.html,Audi A6,2018,3500000,2.0,249,робот,50267
53820031,https://auto.drom.ru/dzhankoy/audi/a6/53820031.html,Audi A6,2015,2600000,2.0,190,робот,170000
53821405,https://auto.drom.ru/neftekamsk-bash/audi/a3/53821405.html,Audi A3,2006,800000,2.0,150,АКПП,187500
53824094,https://auto.drom.ru/minsk/audi/a6/53824094.html,Audi A6,1999,400000,2.0,110,механика,350000
53824586,https://auto.drom.ru/chelyabinsk/audi/a4/53824586.html,Audi A4,2009,950000,2.0,211,вариатор,200000
53824806,https://auto.drom.ru/moscow/audi/a6/53824806.html,Audi A6,2022,6149000,2.0,265,автомат,6616
53825696,https://auto.drom.ru/kirov/audi/q5/53825696.html,Audi Q5,2011,1390000,2.0,211,автомат,179603
53833546,https://auto.drom.ru/novosibirsk/audi/q5/53833546.html,Audi Q5,2020,4755000,2.0,265,робот,92000
53834899,https://auto.drom.ru/krasnoyarsk/audi/q7/53834899.html,Audi Q7,2015,4250000,3.0,249,АКПП,117746
53839539,https://auto.drom.ru/irkutsk/audi/a6/53839539.html,Audi A6,2019,4650000,2.0,245,робот,89000
53842878,https://auto.drom.ru/mulino/audi/a6/53842878.html,Audi A6,2017,2785000,2.0,190,робот,177500
53842984,https://auto.drom.ru/salsk/audi/80/53842984.html,Audi 80,1988,85000,2.0,88,механика,356488
53851189,https://auto.drom.ru/novosibirsk/audi/q5/53851189.html,Audi Q5,2014,1579999,2.0,225,АКПП,224000
53853663,https://auto.drom.ru/ekaterinburg/audi/a4/53853663.html,Audi A4,2014,1350000,2.0,170,вариатор,235900
53861983,https://auto.drom.ru/vladivostok/audi/q8/53861983.html,Audi Q8,2020,5850000,3.0,340,АКПП,25400
53864854,https://auto.drom.ru/irkutsk/audi/q7/53864854.html,Audi Q7,2011,1950000,3.0,333,АКПП,185000
